"","Order","Winter","Spring","Estimate diff.","low CI","high CI","Winter","Summer","Estimate diff.","low CI","high CI","Winter","Autumn","Estimate diff.","low CI","high CI","Spring","Summer","Estimate diff.","low CI","high CI","Spring","Autumn","Estimate diff.","low CI","high CI","Summer","Autumn","Estimate diff.","low CI","high CI"
"1","Opitutales",0.651005761360292,0.292508642093433,-0.318218087194356,-0.523522365953567,-0.135055309441821,0.651005761360292,0.79579062838053,0.222980079937175,0.011418765668284,0.408829710379421,0.651005761360292,0.554908598809155,-0.124025402993785,-0.322164011148164,0.116703340509244,0.292508642093433,0.79579062838053,-0.564490613316371,-0.706173420070366,-0.382235539351473,0.292508642093433,0.554908598809155,0.164558456878597,-4.2161986117189e-05,0.447698702482023,0.79579062838053,0.554908598809155,-0.361949628899476,-0.563837377099693,-0.0554584953467017
"2","Verrucomicrobiales",1.86630282485324,1.29262496435106,-1.20254384452944,-1.57306964317591,-0.635913649779761,1.86630282485324,0.496872414241167,-1.36568110264565,-1.64531172280767,-1.10290411040648,1.86630282485324,0.643073038256042,-1.26123580544241,-1.53687224012819,-0.917613152052066,1.29262496435106,0.496872414241167,0.0701585595723287,-0.188926607733615,0.474589801719664,1.29262496435106,0.643073038256042,0.0495648664464068,-0.422266111924394,0.270884635873434,0.496872414241167,0.643073038256042,0.0612021666843503,-0.0701099567065546,0.276010339550705
"3","Sphingobacteriales",16.3270836511443,13.9527039184834,-2.48343519304883,-5.5718988746472,1.01025138405394,16.3270836511443,2.34345122360713,-12.6185408058386,-14.9074065986157,-10.9580337459457,16.3270836511443,7.03893592021102,-8.62399595447971,-11.3988382529297,-6.15074023411423,13.9527039184834,2.34345122360713,10.8685800145129,7.87955880539244,14.5653126327179,13.9527039184834,7.03893592021102,-6.53916695390182,-10.169299514342,-3.39681132060255,2.34345122360713,7.03893592021102,4.85750132942706,2.51838285544219,6.33626502735417
"4","Flavobacteriales",21.8224542535539,5.95764095138556,-16.0691899589995,-18.7388715842752,-13.4815257884142,21.8224542535539,0.683081235163652,-21.9959818908723,-23.151880002793,-18.9924598046796,21.8224542535539,9.47060640927582,-13.3145877669963,-16.6883476759528,-9.49739025407875,5.95764095138556,0.683081235163652,4.43249372330959,2.87569286355184,6.74356880471473,5.95764095138556,9.47060640927582,2.1383539400964,-0.755896415012076,6.35870372873283,0.683081235163652,9.47060640927582,7.13160871338703,3.48906752978776,11.1877340940261
"5","Chitinophagales",1.96295268092331,4.19943504312741,1.53170101820333,0.461750031914882,2.85552965931728,1.96295268092331,7.71309363761513,4.98413269727958,3.54776333925472,6.87406172983086,1.96295268092331,11.1746833840684,7.58949868381294,5.5722492714648,13.0381147104748,4.19943504312741,7.71309363761513,-3.25829203707488,-5.25121184983677,-1.52371092764759,4.19943504312741,11.1746833840684,6.2396686686755,3.04711974661761,9.82246614072746,7.71309363761513,11.1746833840684,2.84012645535612,-0.360884621021314,6.86367820014183
"6","Cytophagales",2.98742892483136,3.14875116800282,0.0371458232567828,-0.719223469826474,0.809547515714572,2.98742892483136,3.96186577014508,0.900501135165531,-0.313545511081902,2.22409030080661,2.98742892483136,2.55342801268542,-0.702986137375342,-1.46646881274165,0.190358681088737,3.14875116800282,3.96186577014508,-0.833597971259027,-2.26100431674765,0.398037728913892,3.14875116800282,2.55342801268542,-0.750792547831216,-1.64805134790801,0.212307069116731,3.96186577014508,2.55342801268542,-1.584383934108,-2.89927125275261,-0.310659521777178
"7","Micrococcales",7.08957172359408,12.4840184905532,4.55748363261768,2.77942898011496,6.27817434912227,7.08957172359408,13.9074833951208,2.69018568525138,-0.987872069530577,10.931315235985,7.08957172359408,6.17882952876951,-1.69825522425348,-3.42618042076851,0.0507259458982995,12.4840184905532,13.9074833951208,1.15824942442274,-5.86389604600709,5.45222028171305,12.4840184905532,6.17882952876951,-6.1570118715079,-8.36273775305406,-3.79129016921211,13.9074833951208,6.17882952876951,-4.77897614426184,-12.0735619747087,-0.896236411098839
"8","Myxococcales",1.53281000269075,1.5784305304299,-0.38535107253279,-0.828904338622634,0.229442715444549,1.53281000269075,6.41075003785843,4.8024833855356,3.68335082003459,5.83264600801597,1.53281000269075,1.32123484335722,-0.387565590320887,-0.943768161196189,0.31741323920074,1.5784305304299,6.41075003785843,-4.92574076428798,-6.12358197939015,-3.47374669782278,1.5784305304299,1.32123484335722,-0.0512905965509057,-0.759061870767581,0.612567188573341,6.41075003785843,1.32123484335722,-5.00131411932894,-6.25317369210245,-3.72159878131747
"9","Xanthomonadales",0.375541089443041,2.49304913817303,1.68851286762278,0.877972950502177,2.23436275278565,0.375541089443041,6.20419907418394,3.3899463985049,2.80932489613309,4.16855682693957,0.375541089443041,7.6378180862222,3.8212165620094,2.11191475170008,7.49833744648178,2.49304913817303,6.20419907418394,-2.04297472651815,-3.33109927128222,-1.01137850958967,2.49304913817303,7.6378180862222,2.2935076012701,0.94590691854889,5.7390848399658,6.20419907418394,7.6378180862222,0.137920602033543,-1.31084219725911,3.39937820177546
"10","Betaproteobacteriales",13.6112257808882,9.29814179372747,-4.49012681647855,-6.34664873117291,-2.4734038910245,13.6112257808882,10.3383630746177,-3.43203778320087,-5.25159252994267,-1.44613065839535,13.6112257808882,10.159764003415,-2.98106660358383,-5.46696011108426,-1.21207711128499,9.29814179372747,10.3383630746177,-0.948681305890077,-3.45956806579076,1.22208839664852,9.29814179372747,10.159764003415,1.03202930937776,-1.54928636510712,3.42455358264601,10.3383630746177,10.159764003415,-0.228590907354759,-2.22262750010113,2.4416004711916
"11","Enterobacteriales",1.38148210127835,1.73920021434091,-0.325205613933989,-0.730709713114996,0.280862918285664,1.38148210127835,0.364570030222018,-0.794247134386122,-1.1195367848699,-0.554185645295751,1.38148210127835,7.06352973024572,2.3679836288708,0.824938735508945,6.17044027576855,1.73920021434091,0.364570030222018,0.465342547253752,0.105695774214102,1.0329474376674,1.73920021434091,7.06352973024572,2.0988225621422,0.96107151388935,6.37872919257377,0.364570030222018,7.06352973024572,3.25688384469669,1.68609173860409,7.18955926216496
"12","Pseudomonadales",10.9865492538886,15.5634520532764,4.62242644381891,1.74114681239444,7.38968151406286,10.9865492538886,3.64873131238268,-6.44169088923505,-8.14851488782172,-5.08174135200001,10.9865492538886,13.6894085659899,2.83990699954909,0.0674261036556394,6.08287187497386,15.5634520532764,3.64873131238268,11.1164096579342,9.12181650825403,13.7038830004383,15.5634520532764,13.6894085659899,-1.66564615532712,-5.1936413957267,1.63692252840867,3.64873131238268,13.6894085659899,9.46767289575648,7.67028750656732,12.248095080402
"13","Sphingomonadales",2.83043501292456,4.66558322373835,2.06004249539495,0.82398245365143,3.15531466690858,2.83043501292456,3.87611940601622,1.17686542777863,0.347218704073196,1.86737449351468,2.83043501292456,4.51270624132163,1.27176418544363,0.363739913712883,2.31124312429717,4.66558322373835,3.87611940601622,1.07879873256889,-0.236776092486775,1.99928847625103,4.66558322373835,4.51270624132163,-0.579861606613113,-1.8992293448872,0.791642412911652,3.87611940601622,4.51270624132163,0.150645635701543,-0.709343994411886,1.25444845361078
